iter	Logloss
250	0.1463623116
251	0.1463155636
252	0.1461755713
253	0.1461189942
254	0.1460628841
255	0.1460189422
256	0.1459808876
257	0.1457695513
258	0.1457266174
259	0.1455764124
260	0.1455088712
261	0.1454841436
262	0.1453743085
263	0.1453329545
264	0.145281383
265	0.1452558737
266	0.1451710269
267	0.1450733357
268	0.1450219392
269	0.1449407957
270	0.1448405289
271	0.1447520594
272	0.1446572629
273	0.1446099367
274	0.1445338202
275	0.1444817429
276	0.1444333144
277	0.1443818488
278	0.1442212128
279	0.1440937009
280	0.1439422791
281	0.1438313405
282	0.1437641667
283	0.14368848
284	0.1436180614
285	0.1435555673
286	0.1434580819
287	0.1434293919
288	0.1433843833
289	0.1433008108
290	0.143236388
291	0.1431391683
292	0.143075516
293	0.1430088484
294	0.1429491088
295	0.1429065354
296	0.1428288941
297	0.1427903802
298	0.1427130383
299	0.1426425595
300	0.142595685
301	0.1425148127
302	0.1424457473
303	0.1424267236
304	0.1423973278
305	0.1423411854
306	0.142280286
307	0.1422195664
308	0.1421533818
309	0.1421042433
310	0.1420699491
311	0.1420149231
312	0.1419698352
313	0.1419309297
314	0.1418513619
315	0.1418149995
316	0.1417216833
317	0.1416835585
318	0.1416042898
319	0.1415492151
320	0.1415266544
321	0.1414425804
322	0.1413708624
323	0.1413162018
324	0.141267857
325	0.141194546
326	0.1411268796
327	0.1410741334
328	0.141002783
329	0.1408883683
330	0.1408281619
331	0.1407291877
332	0.1406586328
333	0.1405608015
334	0.140513755
335	0.1404881891
336	0.1404511304
337	0.1403932912
338	0.1403273513
339	0.1402801981
340	0.1402271868
341	0.1401545858
342	0.140125856
343	0.140080536
344	0.1400635466
345	0.140013853
346	0.1399843302
347	0.1399077097
348	0.1398434739
349	0.1398148996
350	0.1397484891
351	0.1396247299
352	0.1395563743
353	0.1395427499
354	0.1394959446
355	0.1394491991
356	0.1394353074
357	0.1393830523
358	0.1393525356
359	0.1393321667
360	0.13931341
361	0.1392183619
362	0.1391359372
363	0.1391017611
364	0.1390526866
365	0.1389933659
366	0.1389497118
367	0.138900541
368	0.1388387736
369	0.1387891593
370	0.1387394714
371	0.1386917258
372	0.1386336326
373	0.138561042
374	0.1384659315
375	0.1384279289
376	0.1383596684
377	0.1382914376
378	0.1382396034
379	0.1381960838
380	0.1381808198
381	0.1381665872
382	0.1380913069
383	0.1380498294
384	0.1380204146
385	0.1379802154
386	0.1379517422
387	0.1379152328
388	0.1378587566
389	0.1378115449
390	0.1377948201
391	0.1376897666
392	0.1375857383
393	0.1375344514
394	0.1375042183
395	0.1374471378
396	0.1374020226
397	0.137354878
398	0.1373293304
399	0.1373029588
400	0.1372621718
401	0.1372024319
402	0.1371553742
403	0.1371017285
404	0.1370470265
405	0.1370005156
406	0.1369452184
407	0.1368781984
408	0.1368241011
409	0.1367354042
410	0.1367011754
411	0.1366535475
412	0.136640144
413	0.1366029283
414	0.1365514804
415	0.1365054885
416	0.1364683031
417	0.1364305171
418	0.1363753936
419	0.1363451987
420	0.1362775702
421	0.1362269151
422	0.1361956543
423	0.1361552337
424	0.1361330282
425	0.136079614
426	0.136057476
427	0.1359859976
428	0.1359614759
429	0.1359392021
430	0.1359048851
431	0.1358598591
432	0.1358252952
433	0.1357961809
434	0.1357391843
435	0.1356856263
436	0.135656535
437	0.1356054098
438	0.1355577372
439	0.1355087595
440	0.1354648953
441	0.1354384138
442	0.1353647587
443	0.1353115862
444	0.1352897498
445	0.1352397666
446	0.1351801522
447	0.1351034175
448	0.135056746
449	0.1350069678
450	0.1349612787
451	0.1349156809
452	0.1348770151
453	0.1348368388
454	0.1348061286
455	0.1347757434
456	0.1347168907
457	0.1346764453
458	0.1346171322
459	0.1345438341
460	0.1344916558
461	0.1344344849
462	0.1344030487
463	0.1343661193
464	0.1343063934
465	0.1342508157
466	0.1342177111
467	0.1341649527
468	0.134146329
469	0.1341020207
470	0.1340016614
471	0.1339653797
472	0.1339170011
473	0.1338873292
474	0.1338336271
475	0.1337616293
476	0.133718469
477	0.133671938
478	0.1336232668
479	0.1335727853
480	0.1335337205
481	0.1334862713
482	0.1334396573
483	0.1333829922
484	0.1333381376
485	0.1333136189
486	0.1332667615
487	0.1332380697
488	0.1331809492
489	0.1331561222
490	0.1331163308
491	0.1330914833
492	0.1330540936
493	0.1330076002
494	0.1329712119
495	0.1329218678
496	0.1328841531
497	0.1328374941
498	0.132797384
499	0.1327581729
500	0.1327152079
501	0.1326629585
502	0.1326249797
503	0.1325604858
504	0.1325395921
505	0.1324916073
506	0.1324673767
507	0.1324112678
508	0.1323774743
509	0.1323291464
510	0.1322814516
511	0.132241345
512	0.1321842239
513	0.1321666487
514	0.1321494325
515	0.1321281017
516	0.1321058628
517	0.1320661133
518	0.13199441
519	0.1319536917
520	0.1319005839
521	0.1318500239
522	0.1318197811
523	0.1318140902
524	0.1317773955
525	0.1317349679
526	0.131697046
527	0.1316574837
528	0.1315829755
529	0.1315233817
530	0.1314972268
531	0.1314323527
532	0.1314118616
533	0.1313810065
534	0.1313561843
535	0.1313232916
536	0.1312918134
537	0.1312486691
538	0.1311965094
539	0.1311696277
540	0.1311471557
541	0.1311232557
542	0.1311167314
543	0.131062907
544	0.1310285577
545	0.130923914
546	0.130894085
547	0.130869396
548	0.1308343028
549	0.1307979681
550	0.1307668979
551	0.1306950914
552	0.130651534
553	0.130622108
554	0.1305673121
555	0.1305403523
556	0.1304984731
557	0.1304537791
558	0.1304232669
559	0.1303824235
560	0.1303393762
561	0.1302976259
562	0.1302713749
563	0.1302126996
564	0.1301721446
565	0.130124981
566	0.1300715463
567	0.1300488956
568	0.1300332269
569	0.1299997275
570	0.1299574057
571	0.1299339988
572	0.1298906742
573	0.1298625228
574	0.129817885
575	0.1297489477
576	0.129716382
577	0.1296929792
578	0.1296594226
579	0.1296192073
580	0.1295271941
581	0.1294891624
582	0.1294548578
583	0.1294306895
584	0.1293857187
585	0.1293653307
586	0.1293445618
587	0.1293226582
588	0.1292771996
589	0.1292381278
590	0.1291995328
591	0.1291780816
592	0.1291411303
593	0.1291051736
594	0.1290858379
595	0.1290716721
596	0.1290290136
597	0.1289844189
598	0.128959984
599	0.1289287449
600	0.1288922347
601	0.1288281824
602	0.1287948847
603	0.1287378948
604	0.1286986283
605	0.1286611481
606	0.1286263277
607	0.1285884745
608	0.1285642414
609	0.128535397
610	0.1285011915
611	0.1284689017
612	0.1284257728
613	0.1283889362
614	0.1283336838
615	0.1282882984
616	0.128277238
617	0.1282275045
618	0.1281999762
619	0.1281662862
620	0.1281226493
621	0.1281054678
622	0.128058168
623	0.1280369286
624	0.1279915449
625	0.1279534107
626	0.1279354393
627	0.127897747
628	0.1278759017
629	0.127837962
630	0.12779395
631	0.1277509682
632	0.1276917625
633	0.1276756791
634	0.1276228775
635	0.1275677079
636	0.1275410904
637	0.1275071739
638	0.127473648
639	0.1274547298
640	0.1274284523
641	0.1273924297
642	0.1273742243
643	0.1273107526
644	0.1273062554
645	0.127273712
646	0.1272398011
647	0.1271916757
648	0.1271329559
649	0.127095056
650	0.1270609694
651	0.1270072872
652	0.1269697486
653	0.1269086318
654	0.1268700497
655	0.1268303639
656	0.1267807294
657	0.1267364727
658	0.1267031283
659	0.1266723665
660	0.1266308173
661	0.1266075028
662	0.1265730017
663	0.1265552932
664	0.1265391315
665	0.126500516
666	0.1264790084
667	0.1264609413
668	0.1264265112
669	0.1264081576
670	0.1263919911
671	0.1263557081
672	0.1263297435
673	0.1263136134
674	0.1262694193
675	0.1262374437
676	0.1261813654
677	0.1261498879
678	0.126111963
679	0.1260889467
680	0.1260392898
681	0.1260182984
682	0.1259852868
683	0.1259548581
684	0.1259050053
685	0.1259000939
686	0.1258616193
687	0.1258290703
688	0.1257733542
689	0.1257424438
690	0.1257028976
691	0.1256680596
692	0.1256316246
693	0.1255946402
694	0.1255605449
695	0.1255240236
696	0.1255045093
697	0.125486452
698	0.1254580373
699	0.1254266981
700	0.1253962824
701	0.1253630817
702	0.1253562252
703	0.1253343434
704	0.1252885927
705	0.1252723267
706	0.1252288155
707	0.12519481
708	0.1251448875
709	0.1251202573
710	0.1250859234
711	0.125060928
712	0.1250248879
713	0.1249991648
714	0.1249539358
715	0.1249227568
716	0.1248913049
717	0.1248653331
718	0.1248446306
719	0.1248200003
720	0.1247904142
721	0.1247723395
722	0.1247396812
723	0.124710814
724	0.1246921453
725	0.1246668366
726	0.1246301901
727	0.124585832
728	0.1245598998
729	0.1245185311
730	0.1244728401
731	0.1244499087
732	0.1244188334
733	0.1243683625
734	0.1243300238
735	0.1243012131
736	0.1242972679
737	0.1242914346
738	0.1242624333
739	0.1242350312
740	0.1241989537
741	0.1241596886
742	0.1241267481
743	0.1241004276
744	0.1240724985
745	0.1240444269
746	0.1240060167
747	0.1239697363
748	0.1239556516
749	0.1238969005
750	0.1238589115
751	0.1238441507
752	0.1237988988
753	0.1237854812
754	0.1237582078
755	0.12371222
756	0.123682381
757	0.1236569782
758	0.1236231137
759	0.1236067613
760	0.1235677849
761	0.1235226384
762	0.1234902685
763	0.1234702266
764	0.1234344298
765	0.1234073921
766	0.1233869044
767	0.1233646079
768	0.123338446
769	0.1233226995
770	0.1232729318
771	0.1232300236
772	0.123184252
773	0.1231578184
774	0.1231203193
775	0.1230825491
776	0.1230486792
777	0.1230136133
778	0.1229708477
779	0.1229389453
780	0.1228998487
781	0.1228611272
782	0.1228015662
783	0.1227984686
784	0.1227675427
785	0.1227336582
786	0.1226960181
787	0.1226695911
788	0.122627413
789	0.1226038888
790	0.1225775116
791	0.122552144
792	0.1225133815
793	0.1224783102
794	0.1224459039
795	0.1224183587
796	0.1223756615
797	0.1223725195
798	0.122334857
799	0.1222892823
800	0.1222577295
801	0.1222249898
802	0.1221986082
803	0.1221632818
804	0.122140648
805	0.1221112861
806	0.1221014845
807	0.1220660725
808	0.1220350268
809	0.1220125642
810	0.1219837463
811	0.1219187822
812	0.1218789611
813	0.1218657479
814	0.1218251586
815	0.1217928716
816	0.1217490819
817	0.1217263861
818	0.1216958044
819	0.121675357
820	0.121648654
821	0.1216365801
822	0.1216138799
823	0.1215878355
824	0.121561182
825	0.121523213
826	0.1214847591
827	0.121462105
828	0.1214479953
829	0.1214156527
830	0.1213790963
831	0.121355013
832	0.1213102658
833	0.1212986278
834	0.1212717403
835	0.1212512142
836	0.1212073434
837	0.1212024346
838	0.1211684841
839	0.1211307533
840	0.1210968457
841	0.121067894
842	0.1210219541
843	0.1210069514
844	0.1209813754
845	0.1209457426
846	0.1209149596
847	0.1208636093
848	0.1208289595
849	0.1207991002
850	0.1207570159
851	0.1207349642
852	0.1207101888
853	0.1206782613
854	0.1206600086
855	0.1206295168
856	0.1206038544
857	0.1205598067
858	0.120518778
859	0.120465856
860	0.1204437383
861	0.1203986623
862	0.1203895628
863	0.120361341
864	0.1203375545
865	0.1203174984
866	0.1202891907
867	0.1202465155
868	0.1202248079
869	0.1201878498
870	0.120148387
871	0.1201147901
872	0.1200808839
873	0.1200611766
874	0.1200089762
875	0.1199841674
876	0.119956539
877	0.1199271439
878	0.1198902217
879	0.1198684644
880	0.1198284654
881	0.1198111943
882	0.119786955
883	0.1197562318
884	0.1197228995
885	0.1196898139
886	0.1196557631
887	0.1196117042
888	0.1195917492
889	0.1195559272
890	0.1195134674
891	0.1194882081
892	0.1194636595
893	0.1194309587
894	0.119393287
895	0.1193661528
896	0.1193452335
897	0.1193240648
898	0.1193085057
899	0.1192942183
900	0.1192709546
901	0.119232462
902	0.119201864
903	0.1191462072
904	0.119112269
905	0.1190889415
906	0.1190526613
907	0.1190232646
908	0.1189969651
909	0.1189666193
910	0.1189329521
911	0.1188987166
912	0.1188599063
913	0.1188352007
914	0.1188013089
915	0.1187864597
916	0.1187478081
917	0.1187139437
918	0.118696456
919	0.1186802756
920	0.1186515862
921	0.1186130631
922	0.1185826883
923	0.1185614972
924	0.1185398127
925	0.1185195928
926	0.1184963238
927	0.118469217
928	0.1184319481
929	0.1183922665
930	0.1183716728
931	0.1183506173
932	0.1183297242
933	0.1183061214
934	0.1182571873
935	0.1182284874
936	0.1181926996
937	0.1181721505
938	0.1181409643
939	0.1181134286
940	0.1180733376
941	0.1180442865
942	0.1180198623
943	0.1179904574
944	0.117975917
945	0.1179480806
946	0.1179119391
947	0.1178668672
948	0.1178471111
949	0.1178095694
950	0.1177944642
951	0.1177616405
952	0.1177433423
953	0.1177214836
954	0.1176877867
955	0.1176704058
956	0.1176430273
957	0.1176051832
958	0.1175914813
959	0.117569231
960	0.1175521995
961	0.1175398924
962	0.1175232018
963	0.1174991019
964	0.1174728621
965	0.117453286
966	0.1174252269
967	0.1173903735
968	0.1173718156
969	0.1173405238
970	0.1173093694
971	0.1172784135
972	0.1172466345
973	0.1172249888
974	0.1171796248
975	0.1171628361
976	0.1171358678
977	0.1171214916
978	0.11710509
979	0.117079523
980	0.1170557462
981	0.117046886
982	0.1169962844
983	0.1169847903
984	0.1169602528
985	0.1169236988
986	0.11691213
987	0.1168801882
988	0.116863197
989	0.1168256282
990	0.1168006296
991	0.1167582411
992	0.1167237917
993	0.1166903804
994	0.1166617927
995	0.1166115887
996	0.1165869269
997	0.1165594337
998	0.1165426268
999	0.1165062482
